listing_no,title,price,location,street_address,erf_size,property_type,list_date,description,listing_url,scraped_at
116690723,Vacant Land / Plot for Sale in Nanyuki,KSh 18 000 000,"434m+g8 Nanyuki, Nanyuki, Nanyuki","434M+G8 Nanyuki, Nanyuki",6 acres,Vacant Land / Plot,25 November 2025,"~ Prime location near mukima ridge, 1.5km from the mukima gate. ~7km from from Nanyuki -meru highway Flat gradient, great views of Mt Kenya, Good for a camp, home, lodges. Kes 3m per acre.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-nanyuki-116690723,2026-04-08 23:09:10 UTC
116754385,Vacant Land / Plot for Sale in Rongai,KSh 750 000,"Rongai Nakuru County, Rongai, Nakuru","Rongai Nakuru County, Rongai",0.12 acres,Vacant Land / Plot,19 December 2025,"- Plots ready to build a home in Nakuru which is 300 Metres from Nakuru - Eloret Highway along the Salgaa - Rongai Tarmac Road Next to Salgaa Town. - They are ideal both for commercial and residential. -The size is 50 by 100 and comes with: > Concrete Poles Perimeter Fence. >Murramed Access Roads. >Elegant Estate Gate. >Electricity within the neighbourhood. >Borehole Water >Water Tower > Trees along the access roads > Uniformed security until project handover > Community Park in the common area -Price covers Title Deed, Stamp duty Transfer Charges and Legal fees.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-rongai-116754385,2026-04-08 23:09:17 UTC
116890757,Vacant Land / Plot for Sale in Ridgeways,KSh 55 000 000,"Ridgeways , boardering Muthaiga North, Ridgeways, Nairobi","Ridgeways ,Boardering Muthaiga North, Ridgeways",0.5 acres,Vacant Land / Plot,05 February 2026,"Description: Rare opportunity to own prime land in Ridgeways Estate, with 6 flat plots available in a highly sought-after area bordering Muthaiga North. These plots are ideal for luxury homes, gated developments, or investment projects, offering a prestigious address and exceptional potential for appreciation. Each plot is very flat, making development easy and cost-effective, and is situated in a well-developed, secure, and tranquil neighbourhood with excellent access roads and infrastructure. Key Features: • 6 plots available • Very flat land – ideal for construction • Located in Ridgeways Estate • Bordering Muthaiga North (premium location) • Well-developed and secure gated community • Excellent road access and infrastructure • Perfect for residential or investment development • Priced at KES 55,000,000 per plot Why Choose Ridgeways Estate? Ridgeways Estate is renowned for its exclusive residential environment, top-tier security, and proximity to Muthaiga North, one of Nairobi’s most prestigious neighbourhoods. These plots offer a rare chance to build in a prime location with strong capital growth. ?? Contact us now to schedule a viewing or reserve these prime Ridgeways plots. • Ridgeways Estate plots for sale • plots bordering Muthaiga North • Ridgeways Estate land for sale • flat plots Ridgeways • premium plots Nairobi • Muthaiga North border plots • residential land for sale Nairobi • gated community plots Nairobi • investment land Ridgeways • 6 plots for sale Ridgeways Estate Ridgeways Estate, Muthaiga North, plots for sale, 6 plots available, flat plots, premium land, Nairobi land, residential plot, Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ridgeways-116890757,2026-04-08 23:09:31 UTC
117064579,Vacant Land / Plot for Sale in Ruaka,KSh 38 000 000,"Nairobi, Ruaka",,0.25 acres,Vacant Land / Plot,25 March 2026,"100x100 or Quarter acre property available for sale in Ruaka Joyland. With development potential apartment block for rental or sale. Property is 100m from Limuru rd with ; >Cabro Access rd >Access to newley commisioned Sewer line >Street lights >Municipal Water line avilable, but having borehole most ideal. >Ready title >Viewing on appointment only Call Kevin 0717710796 for more details or appointment booking",https://www.property24.co.ke/vacant-land-plot-for-sale-in-ruaka-117064579,2026-04-08 23:09:44 UTC
116890095,Vacant Land / Plot for Sale in Garden Estate,KSh 430 000 000,"Garden Estate , garden Estate, Garden Estate, Nairobi","Garden Estate ,Garden Estate, Garden Estate",4.6 acres,Vacant Land / Plot,05 February 2026,"This is a rare opportunity to purchase 4.6 acres of prime land in the prestigious Garden Estate, Nairobi, Kenya. Perfect for residential development, luxury villas, or mixed-use projects, this land offers excellent investment value in one of Nairobi’s most sought-after neighborhoods. Property Highlights • Size: 4.6 acres • Location: Garden Estate, Nairobi, Kenya • Ideal for: Residential estate, gated community, luxury homes, mixed-use development • Title: Clear title / ready for transfer • Access: Good road network and easy access to major routes • Nearby Amenities: Schools, hospitals, shopping centres, banks, and transport links Why Invest in Garden Estate Garden Estate is known for its secure environment, high-end properties, and strong capital appreciation. This land is ideal for investors looking for long-term growth and developers seeking a premium location. land for sale Garden Estate Nairobi Kenya,4.6 acres land for sale Nairobi,prime land Garden Estate Nairobi,Nairobi land for sale,residential land Nairobi Kenya,investment land Garden Estate,luxury land for sale Nairobi,land for development Nairobi,property for sale Garden Estate Nairobi Contact Call/WhatsApp: 0721426508 for viewing appointments Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-garden-estate-116890095,2026-04-08 23:09:45 UTC
116839027,Vacant Land / Plot for Sale in Runda,KSh 55 000 000,"Runda , evergreen, Runda, Nairobi","Runda ,Evergreen, Runda",0.5 acres,Vacant Land / Plot,23 January 2026,"Prime ½ Acre Land for Sale in Runda – KES 55 Million An exceptional opportunity to own half an acre of prime land in the prestigious Runda Estate. This evergreen, well-maintained plot is ideal for luxury residential development, offering a serene environment, excellent infrastructure, and high investment value. Property Highlights • Size: ½ Acre (0.5 Acre) • Price: KES 55,000,000 • Location: Prime Runda Estate • Land Type: Residential • Status: Ready for development Key Features • Evergreen plot with mature greenery • Water already connected • Electricity available on site • Beautiful, well-designed driveway • Located in a secure and highly sought-after neighborhood • Easy access to main roads and social amenities • Ideal for a luxury home, townhouse, or investment property Why Invest in Runda? • One of Nairobi’s most exclusive residential areas • High appreciation and rental demand • Close proximity to UN Gigiri, embassies, international schools, and shopping malls • Quiet, green, and well-planned environment Ideal For • Luxury home development • Diplomatic or executive residence • Long-term property investment Contact us today to schedule a viewing or for more information. Serious buyers only. • Half acre land for sale in Runda,Runda land for sale,Prime land in Runda,Residential land for sale in Runda Nairobi,Luxury land for sale in Runda,Runda property for sale,Evergreen land in Runda,Gated community land Nairobi Runda Land /Half Acre for Sale / Prime Land Nairobi / Luxury Property Runda / Residential Land / Investment Property / Land for Sale Kenya Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116839027,2026-04-08 23:10:00 UTC
116688438,Vacant Land / Plot for Sale in Machakos,KSh 16 000 000,"H2pf+2c Athi River, Machakos, Machakos","H2PF+2C Athi River, Machakos",1 acres,Vacant Land / Plot,25 November 2025,"Prime block of 5 acres parcels of land in Kinanie area - Athi river ideal for commercial activity like go downs and factories, for sale. The options and prices are as below; - 5 acres touching the tarmac Kes 16 million per acre - ?5 acres on second row Kes 14 million per acre - ?5 acres third row Kes 12 million per acre - ?5 acres forth row Kes 10 million per acre There is a bore whole available in the 2nd row plot. Located next to Mutongoni Academy. -With clean ready title deeds. For viewing and more information, Contact 0728279314.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-machakos-116688438,2026-04-08 23:10:00 UTC
117002631,Vacant Land / Plot for Sale in Kilimani,"KSh { ""@context"": ""https://schema.org"", ""@type"": ""Product"", ""name"": ""Vacant Land / Plot for Sale in Kilimani"", ""description"": ""Vacant Land / Plot for sale in Kilimani for KSh 380 000 000 (Nairobi) - Web ref 117002631 : Property24 Kenya. Sale: 0.75 plot in Kilimani along Argwings Kodhek"", ""url"": ""/vacant-land-plot-for-sale-in-kilimani-117002631"" ,""image"": ""https://images.prop24.com/tlaf4ofo4beixtepijetlonvwa/Crop676x507"",""offers"": { ""@type"": ""Offer"", ""price"": ""KSh 380 000 000"", ""priceCurrency"": ""R"" } }",,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kilimani-117002631,2026-04-08 23:10:09 UTC
116729651,Vacant Land / Plot for Sale in Mombasa Rd,KSh 300 000 000,"Mombasa Road Nairobi, Mombasa Rd, Nairobi","Mombasa Road Nairobi, Mombasa Rd",3 acres,Vacant Land / Plot,09 December 2025,"3 acre plot on Mombasa Road adjacent NextGen Mall, suitable for apartments or commercial use, 300m Ksh per acre (negotiable) sold as a block.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-mombasa-rd-116729651,2026-04-08 23:10:13 UTC
116851178,Vacant Land / Plot for Sale in Kwale,KSh 40 000 000,"Diani Beach Kwale County, Kwale, Kwale","Diani Beach Kwale County, Kwale",,Vacant Land / Plot,27 January 2026,2 acres Airport Road of Diani beach road Opposite Rainbow primary in the centre of Diani few meters beach airport shopping Centre Borehole and electricity on site. 40M PER ACRE Contact 0718920450,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kwale-116851178,2026-04-08 23:10:16 UTC
117053182,Vacant Land / Plot for Sale in Juja,"KSh { ""@context"": ""https://schema.org"", ""@type"": ""Product"", ""name"": ""Vacant Land / Plot for Sale in Juja"", ""description"": ""Vacant Land / Plot for sale in Juja for KSh 2 450 000 - Web ref 117053182 : Property24 Kenya. 50*100 plots for sale, gated community, with water already on"", ""url"": ""/vacant-land-plot-for-sale-in-juja-117053182"" ,""image"": ""https://images.prop24.com/y4zt6jkganfwkubnivifcypbvy/Crop676x507"",""offers"": { ""@type"": ""Offer"", ""price"": ""KSh 2 450 000"", ""priceCurrency"": ""R"" } }",,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-juja-117053182,2026-04-08 23:10:27 UTC
117010321,Vacant Land / Plot for Sale in Redhill,KSh 4 300 000,"Qqp2+v8 Ruaka, Redhill, Nairobi","QQP2+V8 Ruaka, Redhill",0.12 acres,Vacant Land / Plot,10 March 2026,"Plot located 650 metres off redhill road, Gachie Kiambaa in Kiambu",https://www.property24.co.ke/vacant-land-plot-for-sale-in-redhill-117010321,2026-04-08 23:10:34 UTC
116702586,Vacant Land / Plot for Sale in Embakasi,KSh 22 500 000,"Tassia Embakasi, Embakasi, Nairobi","Tassia Embakasi, Embakasi",505 m²,Vacant Land / Plot,29 November 2025,"Prime 50*100 plot in a developed neighbourhood, ideal for residential apartments or private homes. Ready title, all utilities on site, easy access to main roads, schools, and shopping centers. Contact Landmark Top Solutions Ltd “We Make Reality Dreams Come True.”",https://www.property24.co.ke/vacant-land-plot-for-sale-in-embakasi-116702586,2026-04-08 23:10:52 UTC
